0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51
Idx,Period H1,FMA H1,SLMA H1,550MA H1,DeltaC H1,Macd H1,Plot2 H1,Plot3 H1,Plot4 H1,Idx,Period M15,FMA M15,SLMA M15,550MA M15,DeltaC M15,Macd M15,Plot2 M15,Plot3 M15,Plot4 M15,Idx,Period M5,FMA M5,SLMA M5,550MA M5,DeltaC M5,Macd M5,Plot2 M5,Plot3 M5,Plot4 M5,Idx,Period M1,FMA M1,SLMA M1,550MA M1,DeltaC M1,Macd M1,Plot2 M1,Plot3 M1,Plot4 M1,SNIPER H1,SNIPER M15,SNIPER M5,SNIPER M1,RCNT HIGHEST H1,RCNT LOWEST H1,RCNT HIGHEST M15,RCNT LOWEST M15,RCNT HIGHEST M5,RCNT LOWEST M5,RCNT HIGHEST M1,RCNT LOWEST M1
1715,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1715,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1715,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1715,2024.08.12 19:10:00,1.09282,1.09290,1.09228,Negative,-0.0000769,-0.0000203,0.0000619,0.0000898,0,0,0,0,0,0,0,0,0,0,0,0
1716,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1716,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1716,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1716,2024.08.12 19:09:00,1.09282,1.09290,1.09228,Negative,-0.0000913,-0.0000191,0.0000637,0.0000922,0,0,0,0,0,0,0,0,0,0,0,0
1717,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1717,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1717,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1717,2024.08.12 19:08:00,1.09283,1.09291,1.09228,Negative,-0.0001033,-0.0000163,0.0000660,0.0000951,0,0,0,0,0,0,0,0,0,0,0,0
1718,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1718,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1718,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1718,2024.08.12 19:07:00,1.09284,1.09292,1.09228,Negative,-0.0001069,-0.0000106,0.0000692,0.0000993,0,0,0,0,0,0,0,0,0,0,0,0
1719,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1719,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1719,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1719,2024.08.12 19:06:00,1.09285,1.09293,1.09228,Negative,-0.0001151,-0.0000058,0.0000720,0.0001030,0,0,0,0,0,0,0,0,0,0,0,0
1720,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1720,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1720,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1720,2024.08.12 19:05:00,1.09287,1.09295,1.09228,Negative,-0.0001096,0.0000032,0.0000762,0.0001084,0,0,0,0,0,0,0,0,0,0,0,0
1721,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1721,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1721,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1721,2024.08.12 19:04:00,1.09289,1.09296,1.09228,Negative,-0.0001111,0.0000102,0.0000797,0.0001129,0,0,0,0,0,0,0,0,0,0,0,0
1722,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1722,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1722,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1722,2024.08.12 19:03:00,1.09290,1.09297,1.09228,Negative,-0.0001156,0.0000166,0.0000829,0.0001171,0,0,0,0,0,0,0,0,0,0,0,0
1723,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1723,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1723,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1723,2024.08.12 19:02:00,1.09292,1.09298,1.09228,Negative,-0.0001165,0.0000242,0.0000865,0.0001217,0,0,0,0,0,0,0,0,0,0,0,0
1724,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1724,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1724,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1724,2024.08.12 19:01:00,1.09293,1.09299,1.09228,Negative,-0.0001191,0.0000316,0.0000899,0.0001261,0,0,0,0,0,0,0,0,0,0,0,0
1725,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1725,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1725,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1725,2024.08.12 19:00:00,1.09296,1.09301,1.09228,Negative,-0.0001135,0.0000415,0.0000941,0.0001315,0,0,0,0,0,0,0,0,0,0,0,0
1726,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1726,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1726,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1726,2024.08.12 18:59:00,1.09298,1.09303,1.09228,Negative,-0.0000956,0.0000545,0.0000991,0.0001380,0,0,0,0,0,0,0,0,0,0,0,0
1727,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1727,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1727,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1727,2024.08.12 18:58:00,1.09300,1.09304,1.09228,Negative,-0.0000886,0.0000637,0.0001029,0.0001428,0,0,0,0,0,0,0,0,0,0,0,0
1728,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1728,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1728,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1728,2024.08.12 18:57:00,1.09302,1.09305,1.09227,Negative,-0.0000814,0.0000728,0.0001065,0.0001475,0,0,0,0,0,0,0,0,0,0,0,0
1729,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1729,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1729,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1729,2024.08.12 18:56:00,1.09303,1.09306,1.09227,Negative,-0.0000772,0.0000809,0.0001098,0.0001517,0,0,0,0,0,0,0,0,0,0,0,0
1730,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1730,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1730,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1730,2024.08.12 18:55:00,1.09305,1.09307,1.09227,Negative,-0.0000718,0.0000891,0.0001130,0.0001558,0,0,0,0,0,0,0,0,0,0,0,0
1731,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1731,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1731,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1731,2024.08.12 18:54:00,1.09305,1.09307,1.09227,Negative,-0.0000750,0.0000949,0.0001154,0.0001588,0,0,0,0,0,0,0,0,0,0,0,0
1732,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1732,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1732,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1732,2024.08.12 18:53:00,1.09306,1.09308,1.09227,Negative,-0.0000789,0.0001007,0.0001178,0.0001618,0,0,0,0,0,0,0,0,0,0,0,0
1733,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1733,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1733,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1733,2024.08.12 18:52:00,1.09307,1.09309,1.09227,Negative,-0.0000819,0.0001072,0.0001203,0.0001650,0,0,0,0,0,0,0,0,0,0,0,0
1734,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1734,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1734,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1734,2024.08.12 18:51:00,1.09308,1.09309,1.09227,Negative,-0.0000854,0.0001137,0.0001227,0.0001681,0,0,0,0,0,0,0,0,0,0,0,0
1735,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1735,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1735,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1735,2024.08.12 18:50:00,1.09308,1.09309,1.09227,Negative,-0.0000969,0.0001183,0.0001246,0.0001704,0,0,0,0,0,0,0,0,0,0,0,0
1736,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1736,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1736,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1736,2024.08.12 18:49:00,1.09308,1.09309,1.09226,Negative,-0.0001101,0.0001232,0.0001264,0.0001727,0,0,0,0,0,0,0,0,0,0,0,0
1737,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1737,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1737,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1737,2024.08.12 18:48:00,1.09309,1.09310,1.09226,Negative,-0.0001273,0.0001277,0.0001282,0.0001748,0,0,0,0,0,0,0,0,0,0,0,0
1738,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1738,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1738,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1738,2024.08.12 18:47:00,1.09310,1.09310,1.09226,Negative,-0.0001414,0.0001341,0.0001304,0.0001777,0,0,0,0,0,0,0,0,0,0,0,0
1739,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1739,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1739,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1739,2024.08.12 18:46:00,1.09311,1.09311,1.09226,Negative,-0.0001523,0.0001422,0.0001331,0.0001811,0,0,0,0,0,0,0,0,0,0,0,0
1740,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1740,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1740,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1740,2024.08.12 18:45:00,1.09313,1.09312,1.09226,Negative,-0.0001568,0.0001527,0.0001365,0.0001853,0,0,0,0,0,0,0,0,0,0,0,0
1741,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1741,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1741,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1741,2024.08.12 18:44:00,1.09314,1.09313,1.09226,Negative,-0.0001613,0.0001635,0.0001399,0.0001896,0,0,0,0,0,0,0,0,0,0,0,0
1742,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1742,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1742,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1742,2024.08.12 18:43:00,1.09316,1.09314,1.09226,Negative,-0.0001677,0.0001741,0.0001431,0.0001936,0,0,0,0,0,0,0,0,0,0,0,0
1743,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1743,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1743,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1743,2024.08.12 18:42:00,1.09319,1.09315,1.09226,Negative,-0.0001643,0.0001877,0.0001471,0.0001987,0,0,0,0,0,0,0,0,0,0,0,0
1744,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1744,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1744,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1744,2024.08.12 18:41:00,1.09321,1.09317,1.09226,Negative,-0.0001586,0.0002019,0.0001512,0.0002039,0,0,0,0,0,0,0,0,0,0,0,0
1745,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1745,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1745,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1745,2024.08.12 18:40:00,1.09324,1.09318,1.09225,Negative,-0.0001490,0.0002169,0.0001554,0.0002091,0,0,0,1,0,0,0,0,0,0,0,0
1746,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1746,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1746,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1746,2024.08.12 18:39:00,1.09328,1.09320,1.09225,Positive,-0.0001285,0.0002345,0.0001602,0.0002152,0,0,0,3,0,0,0,0,0,0,0,0
1747,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1747,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1747,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1747,2024.08.12 18:38:00,1.09331,1.09322,1.09225,Positive,-0.0000994,0.0002534,0.0001652,0.0002215,0,0,0,6,0,0,0,0,0,0,0,0
1748,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1748,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1748,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1748,2024.08.12 18:37:00,1.09335,1.09323,1.09225,Positive,-0.0000639,0.0002726,0.0001701,0.0002277,0,0,0,12,0,0,0,0,0,0,0,0
1749,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1749,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1749,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1749,2024.08.12 18:36:00,1.09338,1.09324,1.09225,Positive,-0.0000309,0.0002894,0.0001740,0.0002326,0,0,0,25,0,0,0,0,0,0,0,0
1750,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1750,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1750,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1750,2024.08.12 18:35:00,1.09340,1.09325,1.09225,Positive,0.0000015,0.0003043,0.0001772,0.0002366,0,0,0,50,0,0,0,0,0,0,0,0
1751,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1751,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1751,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1751,2024.08.12 18:34:00,1.09341,1.09325,1.09225,Positive,0.0000235,0.0003148,0.0001788,0.0002385,0,0,0,100,0,0,0,0,0,0,0,0
1752,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1752,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1752,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1752,2024.08.12 18:33:00,1.09342,1.09325,1.09225,Positive,0.0000461,0.0003243,0.0001800,0.0002398,0,0,0,100,0,0,0,0,0,0,0,0
1753,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1753,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1753,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1753,2024.08.12 18:32:00,1.09343,1.09325,1.09224,Positive,0.0000672,0.0003322,0.0001806,0.0002403,0,0,0,100,0,0,0,0,0,0,0,0
1754,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1754,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1754,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1754,2024.08.12 18:31:00,1.09343,1.09324,1.09224,Positive,0.0000900,0.0003396,0.0001809,0.0002404,0,0,0,100,0,0,0,0,0,0,0,0
1755,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1755,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1755,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1755,2024.08.12 18:30:00,1.09343,1.09323,1.09224,Positive,0.0001057,0.0003437,0.0001800,0.0002391,0,0,0,100,0,0,0,0,0,0,0,0
1756,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1756,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1756,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1756,2024.08.12 18:29:00,1.09342,1.09321,1.09224,Positive,0.0001150,0.0003453,0.0001783,0.0002367,0,0,0,100,0,0,0,0,0,0,0,0
1757,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1757,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1757,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1757,2024.08.12 18:28:00,1.09340,1.09320,1.09223,Positive,0.0001119,0.0003430,0.0001754,0.0002326,0,0,0,100,0,0,0,0,0,0,0,0
1758,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1758,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1758,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1758,2024.08.12 18:27:00,1.09339,1.09318,1.09223,Positive,0.0001085,0.0003407,0.0001724,0.0002285,0,0,0,100,0,0,0,0,0,0,0,0
1759,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1759,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1759,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1759,2024.08.12 18:26:00,1.09338,1.09317,1.09223,Positive,0.0001167,0.0003416,0.0001704,0.0002257,0,0,0,100,0,0,0,0,0,0,0,0
1760,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1760,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1760,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1760,2024.08.12 18:25:00,1.09336,1.09315,1.09223,Positive,0.0001214,0.0003411,0.0001679,0.0002222,0,0,0,100,0,0,0,0,0,0,0,0
1761,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1761,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1761,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1761,2024.08.12 18:24:00,1.09335,1.09313,1.09222,Positive,0.0001288,0.0003409,0.0001655,0.0002189,0,0,0,100,0,0,0,0,0,0,0,0
1762,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1762,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1762,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1762,2024.08.12 18:23:00,1.09335,1.09312,1.09222,Positive,0.0001505,0.0003442,0.0001641,0.0002168,0,0,0,100,0,0,0,0,0,0,0,0
1763,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1763,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1763,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1763,2024.08.12 18:22:00,1.09334,1.09310,1.09222,Positive,0.0001720,0.0003462,0.0001622,0.0002142,0,0,0,99,0,0,0,0,0,0,0,0
1764,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1764,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1764,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1764,2024.08.12 18:21:00,1.09332,1.09308,1.09222,Positive,0.0001827,0.0003441,0.0001590,0.0002098,0,0,0,99,0,0,0,0,0,0,0,0
1765,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1765,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1765,1970.01.01 00:00:00,0.00000,0.00000,0.00000,Positive,0.0000000,0.0000000,0.0000000,0.0000000,1765,2024.08.12 18:20:00,1.09330,1.09306,1.09221,Positive,0.0001977,0.0003425,0.0001559,0.0002056,0,0,0,99,0,0,0,0,0,0,0,0
